-19594000,00;12.08.2016
89002,80;31.08.2016
140530,74;30.09.2016
145215,10;31.10.2016
140530,74;30.11.2016
145215,10;31.12.2016
145612,95;31.01.2017
131521,37;28.02.2017
145612,95;31.03.2017
140915,75;30.04.2017
145612,95;31.05.2017
140915,75;30.06.2017
145612,95;31.07.2017
19659760,68;14.08.2017
